18529331 87454916
68103383 3452297412
69535669 1455608696252239875
69535669 1495738820414763011
99540819 1498214660419502080
104664862 1397759582844428289
186848607 1514970286709522435
192856444 1230411032381861888
201888769 1510589364589547521
275346854 1490311820615172097
314697401 1401569163999694856
323722686 1144494635110162433
351357491 1414072374832635908
361289499 1355475083398176769
392190716 1311453883487535105
423975594 1510190317374357507
442297232 950451100682825728
447280827 1501722761718161410
617853906 1385271926852104193
617853906 1511244642351824903
617853906 1386376371379789846
617853906 1464452039543508995
855351828 1275634299656683521
1206242984 1373705353024659460
1206242984 1497092432202440706
1261996688 953489444736188416
1269767418 1502666269199319050
1324127846 1437105208308424713
1324127846 1445688190501724161
1324127846 2877587633
1324127846 1416740570400186371
1324127846 1381127438302908419
1387728806 1293420361762009088
1402964797 1474331916824285184
1415405420 1499072845200175106
1423381122 1313194505042944000
1610404934 1385282499052457989
1891149056 1456031924254806018
1970575063 1487086274716463106
1970575063 1506860692086874119
2230330752 1393245244578271239
2235329532 1288294480198750209
2571486879 1512639584592490506
2582379505 1455047133308981251
2584543521 1471822555996569603
2785259025 1477204678861488129
2785259025 1469916398239379457
2877587633 1455112139085996035
2881677787 1436274141104119813
2909158166 1273236976133713924
2909158166 1359139256887869443
2909158166 702875985398501376
2909158166 1425300692609142794
2918832560 1392503372595486723
2933447393 447280827
3152116388 617853906
3226904012 307615647
3228663286 1192700953385783296
3414808858 1503092523677364230
4829800521 1133359486838685696
702875985398501376 1501726205912895492
729730869733294081 1479238523903299585
755901146535952389 1437877584587538436
761354881378562048 1509475092954337283
763441320652251136 1217059358892265472
767551396614930432 1500514076866273285
789213373980217344 1264689743159152640
794411212175855616 1511655075722436613
828677570745004034 1331936831433183232
832267802090291200 884578187392544769
836590837660332032 1441099429033902092
837661235906760704 1485755209162936328
873501343343931392 1502694645071065091
894206734688014338 1504408095975514116
907240982202212353 1502769610482933770
907720414817931264 945887475137839104
928375322017382401 1243870814254125056
928648045092368385 1346025030908481536
945012296732037121 1486386708669255687
957538266416283648 1436726409020411910
958593021657911296 1433647274811265025
974118649962336257 1486161474494074883
986726837660205056 991118880276918272
998239235399475200 1502688999990775809
999701848595533825 1281430487760805888
1003276876679405569 1081986238742175746
1006583688900087808 1218698971406839809
1029731768365068288 1513999991886417922
1033046825522130945 1168192787990425600
1036989432530796544 1373626348808323081
1039004244240621568 2869756695
1073351604450050048 1370924178648489987
1082141460886020097 1353491032776695808
1102583525499457537 3003502493
1107949290863788033 1494370978087903232
1107949290863788033 1510446786816929793
1110236369916432388 1497085635873718285
1117586116465577986 1392901574691799044
1124077329855197186 916399252837765121
1124447266205503488 1339006078688825344
1127829883013361665 1516853069732061184
1135776474173136903 1467093340458033160
1136370591517290496 1324412842133626882
1142507127682031622 1501922448324927500
1152608480928264192 1509885142461927426
1157674198736744448 250488852
1176330441055449089 1311271048650862592
1178811384387293187 1469344753464528900
1178811384387293187 1501561531154448390
1178811384387293187 1424966152820645888
1178811384387293187 1268646569907118080
1180534296584560645 1408077631740854281
1180735656273690624 1501154938839347430
1182092174453702657 1119669736394989568
1186734263271612417 1377710335696773132
1189549019619569664 995907213318283264
1189549019619569664 1435312646895685636
1200676768673226757 1437399978612195334
1209731364632829953 1480967603296382981
1211234556176551937 1492142533367025676
1213351705963712512 1501019571439865857
1218698971406839809 3534449353
1219740047198556162 1270133776748855304
1220097402851463169 1459825151147593730
1223138984705921024 1358176095850229761
1225916131640270849 1501036915453222920
1233687552965648384 1416389415153278977
1239589577804791810 1373123505416507395
1246499229843021826 801476435277971456
1246503261730938880 1511399516397785096
1246503261730938880 1476276698165309440
1246503261730938880 1378708958
1249763624513605635 1093418151381848064
1255939370755985408 1463886738158460930
1258038433282502656 1402964797
1261888885673431042 1492797795866222593
1263037417470263296 900342296243261440
1264701057730588677 1391670709093642240
1267719495306502144 1501922448324927500
1267953886838562821 1453689655300329472
1272331700778012672 1468241496600190981
1278710103726833664 1406348835450933251
1279996791455313920 1435312646895685636
1280248374357364738 15977038
1282410651311321089 1284364362002698240
1287157114507538432 1102583525499457537
1289018753070637056 1348371453721382915
1293235481027608576 1482949869195399172
1293420361762009088 1478364519776890884
1293420361762009088 1508677463546937356
1293420361762009088 1363401004574777345
1293420361762009088 1178811384387293187
1296773574427115521 1414858154052145155
1296773574427115521 1397575734743375873
1296773574427115521 1511841984746381313
1296773574427115521 1459736601123164166
1302349860704788480 1477415791389777921
1303195237527908352 1506825828302090246
1304442754546774017 3323082688
1307019414768939011 1463981012791271437
1308124542448136192 1392286964934660107
1317419132770537472 1431478764102307844
1325613260809273349 1498187486891167750
1330949295017746433 1353545474679177218
1332473384437837824 1438223582174265349
1334636606624501760 1399992201610936325
1338841536465952768 1506653343694741515
1347985766497050625 1499980631081897985
1349254785195642881 1214005814660173829
1350172734207102976 1279971795521527809
1350172734207102976 1067501096816406528
1351530577518882816 1220054015368626181
1354778800345636867 1178811384387293187
1355202547447967753 1493341742615171073
1357313481297559553 1348665746147205122
1357330748219527169 1496116083975020545
1358635404145033217 1113509508272328704
1360847591454351360 1452657257829834758
1361221471763333126 1501922448324927500
1361481910476709888 1476992028827291648
1362199391201714176 1475741508942934017
1363490069743427588 1385899532995551232
1363830763746025473 1491915558
1363839620375478276 1511142178956845056
1365047978550038530 1435598307422834694
1365047978550038530 1432549757772345346
1367172519757832197 1099690103213940736
1367815632931217410 604511949
1369669836108947461 1487911044685172748
1372176913909825539 1454707632531443713
1372523041494818816 1442197097999060994
1372523041494818816 1264448654212919296
1374885456396029956 1357109268260954113
1374885456396029956 2465974779
1374885456396029956 398615292
1374885456396029956 461409666
1374885456396029956 15635056
1374964820785565698 1490672300978753537
1375301456035782656 1436726409020411910
1375832360772599810 1394237955569557508
1376473924842758147 1385271926852104193
1376473924842758147 876497765613932544
1377620763486879747 606785697
1378063043230269441 1451338357670285314
1378754450295250954 1395370463912726531
1379497563892682761 2584543521
1379513920860393472 1485602014398926855
1381127438302908419 1109138834229481472
1382825708381159424 1475777278781100039
1384637874377797635 1689917137
1385271926852104193 1512803638317617152
1387679260685504514 1264448654212919296
1388416812434423809 1387832562081583105
1388639682309758976 1381896094922240000
1390403260100583427 1357629387034611714
1390849598910963712 1457567836214341632
1391363851690684418 1183237195450245126
1392162095966429185 1392038516855431168
1392356507702861825 1470370078898089986
1392627065225101317 902581004019294208
1392729067598880773 1451812855330783234
1393009167401619456 1495015555283120130
1393409405186723841 1514438551399718921
1394827557065961472 803056919959183360
1394896358558023681 1440395919631872011
1397232347292979200 1482945439137779714
1397651289996210184 3062138280
1397667431519186947 1358499679391031296
1398302220446228482 1389156617669722114
1398672510103670788 1503478575269388291
1400193957229858817 46642947
1400729700855599107 1487071823586070532
1400729700855599107 1471031278916964355
1400729700855599107 1370809659708215298
1400729700855599107 1296773574427115521
1402255869769814020 1417323765055115275
1402599062050795522 1416290373626859524
1405169977276129281 1381369622528733187
1405169977276129281 1466020374001377282
1405836583769628674 2723800747
1406664350404853765 1487080194909347840
1408126941882945540 2570318981
1414039696095674385 1485896575650078722
1415870633104142338 1498132070924980225
1417034582873026560 943539928830316544
1418528526081331200 957538266416283648
1422831872221097984 617853906
1423341264871645184 1401279099172233216
1424307635168288768 1334792433553457152
1425045497203499009 1515266854197280768
1427362688707940367 1172144770090708992
1427596007336865798 1462070223696191495
1428668315879227398 1430051247944437763
1429376785238659080 1516504328105869319
1429816477553766401 1483670820694097920
1430917049698619398 1373127390386356227
1432269056468344833 1168498180494745606
1434065842929639424 1502670525679636483
1434166586210881539 1473124272675590146
1434281662926376960 1032395859898626050
1434358929388093440 1510972279487926278
1434365416143564802 1296773574427115521
1435024898548645888 1402190328048672775
1435312646895685636 1424307635168288768
1436171909796880384 1501722761718161410
1436726409020411910 1441880914452049921
1439123087518310402 1338841536465952768
1439482934357106688 1506471524731133953
1441021462031306756 1442197097999060994
1442275986788077568 1485341084737851393
1443018824731660292 1454298170645565441
1443179316620271630 1331324034257211394
1443574166335070223 1401772465576046598
1443971273101647875 1478327032773689344
1443971273101647875 1430371480299311104
1444076064901378059 1335559576637288448
1445390821038116882 1485747294486081539
1445688190501724161 729730869733294081
1447944207373582340 1449987661486301184
1449180093453152261 1461595175680036865
1449687557445341185 46503479
1450380317106208777 617853906
1450419245578272768 1390180915075239936
1451213718683996167 1099141357652844545
1451812855330783234 1359271575732826112
1452054274586947586 1499597973063450624
1452657257829834758 1458088182625472526
1452657257829834758 1482452776810688517
1452657257829834758 1434219197303861250
1453332592531492866 617853906
1453689655300329472 2869410778
1457491581359955970 1354400126857605121
1457885886402682881 1394827557065961472
1459311612850892805 1426865685100044290
1459825151147593730 1455325056834449413
1461126726621315072 1221383494531780609
1461157111023427587 1484688496694489089
1461446728016662530 1402716762878193667
1462105757751468040 1390426608989835269
1462202028344684555 1466767839658917889
1463554339067219969 1384059953200078848
1464272832251457536 1264448654212919296
1464618421992185871 1451473543275991065
1465362189015863300 1345415379116429312
1465888872768937987 1293420361762009088
1468175275938574341 1354803802302410757
1469452765042667521 1402964797
1470981147739844608 1379497563892682761
1471822555996569603 1487648268234285059
1473571347309776898 1451126017058279425
1473579750182379522 232838916
1473650633831956481 1507164982533935118
1474033010479702023 1287157114507538432
1475421339821375491 1485211882290294785
1476590916731387904 1349587734252253184
1477460220490178560 1360734703993589761
1477460220490178560 1000114829645041664
1477808811696078848 1501922448324927500
1477859382356447233 1471696499255889926
1478654982639570944 1393245244578271239
1478933029955407872 1301215504686694400
1479017203290677252 1428775608612438020
1479027568070504456 963408266402377728
1479238523903299585 2798106727
1479817922092707842 1388623454665125890
1481831873898819594 1415306934308200450
1482275787713626114 1246499229843021826
1482363612601663491 437745089
1482937322962567170 1337487853622677504
1482945439137779714 1426834651264405504
1482949869195399172 1475216885138563078
1485341084737851393 1436313203386978309
1486035652873490438 1502814929019355136
1487648268234285059 1475896653357977604
1487896557198491652 1515995291060965378
1488301476338413572 1358238203375833089
1488852338018193409 1461265935134863365
1489193382572224514 1374836077899485187
1489533611447570433 1508986853743271937
1489533611447570433 1465435553189478410
1489533611447570433 1347577402264752132
1490191973986156550 828677570745004034
1490311820615172097 1448637324451926021
1490679486131879940 1445262510290964482
1490943068002201601 1336236575726968838
1491382981117853702 1467672699975655424
1491478198709850120 1493816041503264768
1491693958212243460 1507961646031024128
1492140405106024450 1161679209376428032
1492512967862075395 1488119070293913602
1492663414132461571 1434924963933327368
1492787440259518469 1277613189174263810
1493402999787593732 1396398626658717696
1494080165462347780 1398302220446228482
1495206873393418243 868176675099426816
1495689592426532866 1506862117542150147
1495762678060822533 1482812708235980804
1496058746396717057 1169606054096908289
1496216447487557641 1509571461266419715
